,day_of_week,schedule,language,comment,church_name,church_address
11,6.0,11:00 AM - 12:00 PM,English,,St. Francis Xavier Parish,"Pueblo de Oro, Upper Carmen, Cagayan De Oro City, Misamis Oriental"
12,6.0,4:00 PM - 5:00 PM,Cebuano,,St. Francis Xavier Parish,"Pueblo de Oro, Upper Carmen, Cagayan De Oro City, Misamis Oriental"
13,6.0,6:00 PM - 7:00 PM,English,,St. Francis Xavier Parish,"Pueblo de Oro, Upper Carmen, Cagayan De Oro City, Misamis Oriental"
0,6.0,6:15 AM - 7:15 AM,,,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
1,5.0,5:30 AM - 6:30 AM,,,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
2,3.0,7:00 PM - 8:00 PM,,,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
3,2.0,5:30 AM - 6:30 AM,,,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
4,1.0,5:30 AM - 6:30 AM,,,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
5,0.0,5:30 AM - 06:30 AM,,,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
6,6.0,10:00 AM - 11:00 AM,,FB Live,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
7,6.0,4:00 PM - 5:00 PM,,,St. John Marie Vianney Parish,"Xavier Heights, Cagayan De Oro City, Misamis Oriental"
0,6.0,6:00 AM - 7:00 AM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
1,5.0,6:00 PM - 7:00 PM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
2,4.0,6:00 PM - 7:00 PM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
3,3.0,6:00 PM - 7:00 PM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
4,2.0,6:00 PM - 7:00 PM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
5,1.0,6:00 PM - 7:00 PM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
6,0.0,6:00 PM - 07:00 PM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
7,6.0,7:15 AM - 8:15 AM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
8,6.0,8:30 AM - 9:30 AM,English,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
9,6.0,9:45 AM - 10:45 AM,Tagalog,Healing Mass on First Sundays,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
10,6.0,4:30 PM - 5:30 PM,Tagalog,,Birhen ng Lourdes Parish,"Malolos Ave., Bagong Barrio, Caloocan City, Metro Manila"
